MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
ENSG00000235148.2	0	0	0	0	1	0
ENSG00000235149.1	0	0	0	0	0	1
ENSG00000235150.1	0	0	0	0	0	0
ENSG00000235151.1	0	0	0	0	2	2
ENSG00000235152.1	0	0	0	0	0	0
ENSG00000235154.1	0	0	0	0	0	0
ENSG00000235156.5	0	1	0	0	0	0
ENSG00000235158.1	0	0	0	0	0	0
ENSG00000235159.1	8	6	15	21	17	6
ENSG00000235160.1	0	0	0	0	0	0
ENSG00000235162.8	1521	1806	1578	357	311	1693
ENSG00000235163.2	0	0	0	0	0	0
ENSG00000235165.2	0	0	0	0	0	0
ENSG00000235166.7	0	0	0	0	0	0
ENSG00000235168.1	0	0	0	0	0	0
ENSG00000235169.7	22	2	10	0	0	0
ENSG00000235170.1	0	0	0	0	0	0
ENSG00000235172.7	0	0	0	16	4	1
ENSG00000235173.6	298	253	184	391	166	181
ENSG00000235174.1	13337	13277	13996	12975	8996	12341
ENSG00000235175.1	4	3	2	0	1	4
ENSG00000235180.1	3	1	0	28	22	12
ENSG00000235181.1	0	0	0	0	0	0
ENSG00000235182.1	0	0	0	0	0	0
ENSG00000235183.3	0	1	0	0	1	1
ENSG00000235185.1	0	0	0	0	0	0
ENSG00000235186.1	0	0	0	0	0	0
ENSG00000235189.1	2	0	1	0	0	15
ENSG00000235190.1	0	0	0	0	0	0
ENSG00000235191.1	0	1	0	0	0	0
ENSG00000235192.1	0	0	0	0	0	0
ENSG00000235193.1	0	0	0	0	0	0
ENSG00000235194.8	632	480	775	493	477	908
ENSG00000235196.3	0	0	0	0	0	0
ENSG00000235197.1	0	0	1	0	0	0
ENSG00000235198.1	0	0	0	0	0	0
ENSG00000235199.1	0	0	0	0	0	0
ENSG00000235200.2	0	0	0	0	0	0
ENSG00000235201.1	0	0	0	0	0	0
ENSG00000235202.1	0	0	0	0	0	0
ENSG00000235203.2	0	0	0	0	0	0
ENSG00000235204.1	0	0	0	0	1	0
ENSG00000235205.1	0	0	0	0	0	0
ENSG00000235207.1	1	2	1	2	0	7
ENSG00000235208.2	0	0	0	0	0	0
ENSG00000235209.1	0	0	0	0	0	0
ENSG00000235211.4	0	1	0	0	0	1
ENSG00000235213.1	0	0	0	0	0	0
ENSG00000235214.1	3	1	5	1	1	2
ENSG00000235215.2	0	0	0	0	0	0
ENSG00000235217.6	6	4	8	920	455	175
ENSG00000235218.2	2	0	2	1	0	1
ENSG00000235219.1	0	0	0	0	0	0
ENSG00000235221.1	0	0	0	0	0	0
ENSG00000235224.1	0	0	0	0	0	0
ENSG00000235225.1	1	5	3	6	1	4
ENSG00000235226.1	0	0	0	0	0	0
ENSG00000235227.1	0	0	0	0	0	0
ENSG00000235232.1	0	0	0	0	0	0
ENSG00000235235.6	0	0	0	0	0	0
ENSG00000235236.1	0	3	1	3	2	0
ENSG00000235237.1	1	0	3	0	0	0
ENSG00000235238.1	1396	1253	995	1282	998	935
ENSG00000235239.1	0	0	0	0	0	0
ENSG00000235240.1	0	0	0	0	0	0
ENSG00000235241.1	0	0	0	0	0	0
ENSG00000235242.1	0	0	0	6	1	0
ENSG00000235243.1	2	2	5	0	0	0
ENSG00000235244.3	4	1	4	3	4	5
ENSG00000235245.1	68	29	31	8	14	13
ENSG00000235246.1	0	0	0	0	0	0
ENSG00000235248.2	0	0	0	0	0	0
ENSG00000235251.2	1	0	1	1	1	4
ENSG00000235253.1	0	0	0	0	0	0
ENSG00000235254.3	1	2	3	3	4	2
ENSG00000235256.1	0	0	0	0	0	0
ENSG00000235257.8	15	30	25	52	29	17
ENSG00000235258.1	0	0	0	0	0	0
ENSG00000235262.1	2	2	0	1	1	0
ENSG00000235263.1	0	0	0	0	0	0
ENSG00000235264.1	0	2	0	0	0	1
ENSG00000235266.1	0	0	0	0	0	0
ENSG00000235267.1	1	0	1	0	0	0
ENSG00000235268.2	0	0	0	0	0	1
ENSG00000235269.1	0	0	0	0	0	0
ENSG00000235271.5	0	0	0	0	1	0
ENSG00000235272.1	201	235	198	250	192	176
ENSG00000235274.1	1	0	1	0	0	0
ENSG00000235275.3	15	63	14	0	0	0
ENSG00000235277.1	0	0	0	0	0	0
ENSG00000235278.2	0	0	0	0	0	0
ENSG00000235279.1	0	0	0	0	0	0
ENSG00000235280.2	0	0	0	5	6	1
ENSG00000235281.1	0	0	0	0	0	0
ENSG00000235282.3	0	0	0	0	1	0
ENSG00000235284.1	0	0	1	1	4	1
ENSG00000235285.1	0	1	2	0	0	0
ENSG00000235286.1	0	0	0	0	0	0
ENSG00000235288.3	0	0	0	0	0	0
ENSG00000235289.1	0	0	0	0	0	0
ENSG00000235290.1	1	0	0	0	0	2
ENSG00000235292.1	0	0	0	0	2	0
ENSG00000235293.1	0	0	0	0	0	0
ENSG00000235294.1	0	0	0	0	0	1
ENSG00000235295.1	0	0	0	0	0	0
ENSG00000235296.1	4	1	5	0	2	0
ENSG00000235297.3	1102	799	720	586	286	350
ENSG00000235298.1	1	1	0	1	0	0
ENSG00000235299.2	0	0	0	0	0	0
ENSG00000235300.4	0	0	0	0	0	0
ENSG00000235301.1	5	2	1	1	8	2
ENSG00000235303.1	0	0	0	0	0	0
ENSG00000235304.1	0	0	0	0	0	0
ENSG00000235306.2	0	0	0	0	0	0
ENSG00000235308.1	0	0	0	0	0	0
ENSG00000235310.1	2	1	5	8	18	2
ENSG00000235312.1	0	0	0	0	0	0
ENSG00000235313.1	27	17	19	17	12	17
ENSG00000235314.1	12	12	13	0	4	0
ENSG00000235315.2	0	2	0	0	2	0
ENSG00000235316.1	37	17	31	27	30	23
ENSG00000235318.3	0	0	0	0	0	0
ENSG00000235319.1	0	1	0	7	1	2
ENSG00000235321.1	0	0	0	0	0	0
ENSG00000235323.2	0	0	0	0	0	0
ENSG00000235325.1	1	1	0	0	0	1
ENSG00000235328.1	0	0	0	0	0	0
ENSG00000235329.2	0	0	0	1	0	0
ENSG00000235330.2	8	11	20	0	2	2
ENSG00000235332.2	0	4	2	0	0	1
ENSG00000235333.3	0	0	0	0	0	0
ENSG00000235334.1	0	0	0	0	0	0
ENSG00000235335.2	0	0	0	1	0	0
ENSG00000235337.1	0	0	0	0	0	0
ENSG00000235338.1	0	0	0	0	0	0
ENSG00000235339.1	9	5	4	4	5	3
ENSG00000235343.1	0	0	0	0	0	0
ENSG00000235347.1	0	0	0	0	0	0
ENSG00000235349.1	0	0	0	0	0	0
ENSG00000235350.1	0	0	0	0	0	0
ENSG00000235351.1	0	0	0	0	0	0
ENSG00000235352.1	0	0	0	0	0	0
ENSG00000235354.1	3	5	9	20	37	7
ENSG00000235356.1	0	0	0	0	0	0
ENSG00000235357.1	0	0	0	0	0	0
ENSG00000235358.1	2	4	6	0	0	0
ENSG00000235361.1	0	0	1	1	0	0
ENSG00000235363.1	561	655	593	758	353	612
ENSG00000235366.2	0	0	0	0	0	0
ENSG00000235368.1	0	2	0	0	0	0
ENSG00000235369.1	3	0	0	1	3	1
ENSG00000235370.6	5	0	2	14	13	11
ENSG00000235371.1	8	7	5	11	7	5
ENSG00000235374.2	8	10	29	19	15	53
ENSG00000235376.5	165	186	149	144	120	142
ENSG00000235377.1	1	0	0	0	0	0
ENSG00000235378.2	0	0	2	0	0	1
ENSG00000235379.1	0	0	0	0	0	0
ENSG00000235381.1	19	26	28	44	45	91
ENSG00000235382.1	0	0	0	0	0	0
ENSG00000235385.1	2	1	5	0	0	0
ENSG00000235386.1	0	0	0	0	0	0
ENSG00000235387.2	3	3	2	1	0	2
ENSG00000235389.2	0	0	0	0	0	0
ENSG00000235390.4	0	0	0	0	0	0
ENSG00000235397.1	0	0	0	0	1	11
ENSG00000235399.1	0	0	0	0	0	0
ENSG00000235400.1	1	3	2	0	1	1
ENSG00000235403.1	0	0	0	0	0	0
ENSG00000235407.1	0	0	0	0	0	0
ENSG00000235408.5	24	21	37	36	16	22
ENSG00000235410.1	0	0	0	3	9	0
ENSG00000235411.1	25	42	24	30	18	33
ENSG00000235412.1	0	0	0	0	0	0
ENSG00000235413.3	0	0	0	0	0	0
ENSG00000235414.3	0	0	0	0	0	0
ENSG00000235415.1	0	0	0	0	0	0
ENSG00000235416.1	0	0	0	0	0	0
ENSG00000235419.5	0	0	0	0	0	0
ENSG00000235420.7	0	0	1	0	0	1
ENSG00000235421.1	2	0	9	0	0	0
ENSG00000235422.1	0	0	0	0	0	0
ENSG00000235423.8	32	34	48	113	78	116
ENSG00000235424.1	1	0	0	2	0	1
ENSG00000235425.2	1	0	0	0	0	0
ENSG00000235426.2	0	0	0	0	0	0
ENSG00000235427.1	0	0	0	0	0	0
ENSG00000235429.1	0	0	0	0	0	0
ENSG00000235430.1	0	0	0	0	0	0
ENSG00000235431.1	0	1	0	0	0	0
ENSG00000235432.1	0	0	1	0	1	0
ENSG00000235433.1	0	0	0	0	0	0
ENSG00000235434.1	1	0	0	0	0	0
ENSG00000235435.1	0	0	0	0	0	0
ENSG00000235436.10	0	2	1	1	3	8
ENSG00000235437.7	895	1020	1244	551	780	709
ENSG00000235438.7	0	0	0	0	0	0
ENSG00000235440.1	0	0	0	0	0	0
ENSG00000235444.2	0	0	0	0	0	0
ENSG00000235445.1	0	0	0	0	0	1
ENSG00000235446.1	0	0	0	0	0	0
ENSG00000235447.2	1	0	0	1	5	0
ENSG00000235448.1	44	50	82	3	4	5
ENSG00000235449.2	17	19	22	41	19	11
ENSG00000235450.1	0	0	0	2	2	1
ENSG00000235451.1	0	0	0	0	0	0
ENSG00000235453.8	82	54	85	133	78	59
ENSG00000235454.1	4	10	12	7	6	13
ENSG00000235455.1	0	0	0	0	0	0
ENSG00000235459.5	0	2	0	1	1	2
ENSG00000235461.1	0	0	0	0	0	0
ENSG00000235462.1	0	0	0	0	0	0
ENSG00000235463.1	0	0	0	0	0	0
ENSG00000235464.1	0	0	0	0	0	0
ENSG00000235467.1	0	0	0	0	0	1
ENSG00000235469.1	0	0	0	0	0	0
ENSG00000235470.5	0	0	0	0	0	0
ENSG00000235472.1	134	115	92	179	82	125
ENSG00000235475.1	19	21	19	27	35	26
ENSG00000235478.4	0	0	0	2	2	1
ENSG00000235479.1	0	0	0	0	0	0
ENSG00000235480.1	8	0	3	0	2	0
ENSG00000235481.2	0	0	0	4	2	1
ENSG00000235482.1	0	0	0	0	0	0
ENSG00000235483.1	0	0	0	0	0	0
ENSG00000235485.1	0	0	0	1	0	0
ENSG00000235486.1	3	4	3	5	2	2
ENSG00000235488.1	1	1	0	0	0	0
ENSG00000235489.4	300	366	332	411	420	549
ENSG00000235491.1	0	0	0	0	0	0
ENSG00000235492.1	0	0	0	0	0	0
ENSG00000235493.1	0	0	0	0	0	0
ENSG00000235494.1	0	0	0	0	0	0
ENSG00000235495.1	0	0	0	0	0	0
ENSG00000235497.5	0	2	1	0	0	0
ENSG00000235499.1	8	9	8	17	12	13
ENSG00000235500.2	2	1	0	3	0	3
ENSG00000235501.5	396	530	451	105	79	39
ENSG00000235503.2	0	0	0	0	0	0
ENSG00000235505.7	0	1	3	0	0	0
ENSG00000235508.3	132	34	82	19	20	45
ENSG00000235510.1	0	0	0	0	0	0
ENSG00000235511.1	0	0	0	0	0	0
ENSG00000235512.1	0	0	0	0	0	0
ENSG00000235513.1	0	0	0	124	126	19
ENSG00000235514.1	0	0	0	0	0	0
ENSG00000235518.2	0	0	0	0	0	0
ENSG00000235519.1	0	0	0	0	0	0
ENSG00000235521.1	0	0	0	0	0	0
ENSG00000235522.6	0	0	0	0	0	0
ENSG00000235523.1	0	0	0	0	0	0
ENSG00000235524.1	0	0	0	0	0	0
ENSG00000235525.1	0	0	0	0	0	0
ENSG00000235526.1	0	0	0	0	0	0
ENSG00000235527.6	4	4	19	5	14	5
ENSG00000235529.1	5	5	3	3	6	1
ENSG00000235530.6	12	15	36	15	16	30
ENSG00000235531.9	231	263	175	2	0	0
ENSG00000235532.1	0	0	0	0	0	0
ENSG00000235533.1	0	0	0	0	0	0
ENSG00000235534.1	0	0	0	0	0	0
ENSG00000235535.7	0	0	0	0	0	0
ENSG00000235537.1	0	0	0	0	0	0
ENSG00000235538.1	0	0	0	0	1	0
ENSG00000235539.1	0	0	0	0	0	0
ENSG00000235544.1	0	0	0	0	0	0
ENSG00000235545.1	8	12	12	27	22	15
ENSG00000235546.2	5	3	3	8	4	3
ENSG00000235547.3	0	0	0	0	0	0
ENSG00000235548.1	0	0	0	0	0	0
ENSG00000235549.1	0	0	0	1	0	0
ENSG00000235550.1	0	0	0	0	0	0
ENSG00000235552.4	8057	9791	10083	7033	6359	8715
ENSG00000235554.1	73	65	56	149	97	118
ENSG00000235555.1	18	34	19	29	19	23
ENSG00000235558.3	2	0	1	2	0	3
ENSG00000235559.1	4	4	9	5	2	0
ENSG00000235560.3	64	78	160	9	15	96
ENSG00000235563.1	0	0	0	0	0	0
ENSG00000235564.1	0	0	0	0	0	0
ENSG00000235568.6	1	0	3	0	1	0
ENSG00000235570.1	0	0	0	0	0	0
ENSG00000235571.1	0	0	0	0	0	0
ENSG00000235572.1	0	0	0	0	0	0
ENSG00000235573.2	0	0	0	0	0	2
ENSG00000235574.1	1	1	0	0	0	1
ENSG00000235575.1	0	0	0	0	0	0
ENSG00000235576.1	0	0	0	0	0	0
ENSG00000235578.1	0	0	0	0	0	2
ENSG00000235579.1	0	0	0	0	0	0
ENSG00000235581.1	0	0	0	0	0	0
ENSG00000235582.2	5	0	5	1	0	4
ENSG00000235583.2	0	0	0	0	0	0
ENSG00000235584.2	0	0	0	0	0	0
ENSG00000235586.1	0	0	0	0	0	0
ENSG00000235587.2	200	183	128	389	181	72
ENSG00000235590.7	52	28	72	17	7	26
ENSG00000235592.1	0	0	0	0	1	0
ENSG00000235593.1	0	0	0	0	0	0
ENSG00000235594.1	0	0	0	0	0	0
ENSG00000235595.1	1	4	0	2	0	4
ENSG00000235597.1	0	0	0	37	33	2
ENSG00000235598.1	0	0	0	0	0	0
ENSG00000235601.1	51	29	63	23	21	0
ENSG00000235602.5	0	0	0	0	0	0
ENSG00000235605.1	464	187	374	340	178	133
ENSG00000235606.3	0	0	0	0	0	0
ENSG00000235608.1	0	0	0	0	0	0
ENSG00000235609.7	28	53	26	230	336	83
ENSG00000235610.1	0	0	0	0	0	0
ENSG00000235612.1	0	0	0	0	0	0
ENSG00000235613.2	14	14	15	6	9	17
ENSG00000235615.2	0	0	0	0	0	0
ENSG00000235616.1	0	0	0	0	0	0
ENSG00000235617.1	0	0	0	0	0	0
ENSG00000235618.7	11	9	11	17	17	2
ENSG00000235619.1	2	1	1	0	0	0
ENSG00000235620.1	0	0	0	0	0	0
ENSG00000235621.8	0	0	1	0	0	0
ENSG00000235623.2	0	0	0	0	0	0
ENSG00000235625.1	0	0	0	0	0	0
ENSG00000235626.2	0	0	0	0	0	0
ENSG00000235627.1	0	0	0	0	0	0
ENSG00000235628.1	0	0	0	0	0	0
ENSG00000235629.1	1	0	1	2	5	0
ENSG00000235631.1	0	1	2	0	0	0
ENSG00000235635.1	0	0	0	0	0	0
ENSG00000235636.1	466	517	348	152	156	432
ENSG00000235637.1	0	0	0	0	0	0
ENSG00000235638.1	0	0	1	0	0	0
ENSG00000235639.1	0	0	0	0	0	0
ENSG00000235640.1	0	0	0	0	0	0
ENSG00000235641.4	1	0	0	0	0	0
ENSG00000235642.1	0	0	0	0	0	0
ENSG00000235643.1	1	1	1	0	1	0
ENSG00000235644.1	0	1	0	1	1	0
ENSG00000235645.2	0	0	0	0	0	0
ENSG00000235646.1	0	0	0	0	0	0
ENSG00000235647.1	0	0	0	0	0	0
ENSG00000235649.2	0	0	0	0	0	0
ENSG00000235651.1	5	6	8	5	8	4
ENSG00000235652.7	39	53	56	45	73	18
ENSG00000235653.1	0	0	0	0	0	0
ENSG00000235655.3	2804	2527	2587	4046	3127	3349
ENSG00000235656.1	0	0	0	0	0	0
ENSG00000235659.1	0	0	0	0	0	0
ENSG00000235660.1	0	0	0	3	0	0
ENSG00000235661.3	0	0	0	0	0	0
ENSG00000235663.1	5	4	2	4	4	1
ENSG00000235665.5	0	0	0	0	2	0
ENSG00000235669.1	0	0	0	1	0	0
ENSG00000235670.1	0	0	1	0	0	0
ENSG00000235672.1	0	1	0	0	2	2
ENSG00000235673.1	0	0	0	0	0	1
ENSG00000235674.2	31	33	16	12	3	13
ENSG00000235677.1	24	16	12	5	3	12
ENSG00000235678.3	0	0	0	0	0	0
ENSG00000235679.1	0	0	0	0	0	0
ENSG00000235681.1	0	0	0	0	0	0
ENSG00000235683.1	0	0	0	0	0	0
ENSG00000235685.2	0	0	0	0	0	0
ENSG00000235686.1	0	0	0	0	0	0
ENSG00000235687.8	0	0	0	0	0	0
ENSG00000235688.2	327	371	165	2	12	0
ENSG00000235689.1	0	0	0	0	0	0
ENSG00000235690.2	0	0	0	9	6	0
ENSG00000235691.1	0	0	0	0	0	0
ENSG00000235695.1	5	3	0	2	1	0
ENSG00000235698.1	265	388	277	264	158	368
ENSG00000235699.2	0	0	0	0	0	0
ENSG00000235700.1	0	0	0	0	0	0
ENSG00000235701.1	0	2	2	2	5	1
ENSG00000235703.5	162	147	130	56	101	113
ENSG00000235705.5	0	0	0	0	0	0
ENSG00000235706.7	100	73	140	266	416	151
ENSG00000235707.2	0	0	0	0	0	0
ENSG00000235710.4	0	0	0	0	0	0
ENSG00000235711.4	0	0	0	0	0	0
ENSG00000235713.1	0	0	0	0	0	0
ENSG00000235716.1	0	0	0	0	0	0
ENSG00000235717.1	0	0	0	0	0	0
ENSG00000235718.8	0	0	0	0	0	0
ENSG00000235719.3	0	0	0	0	0	0
ENSG00000235720.1	556	698	558	260	239	301
ENSG00000235721.1	11	5	18	1	0	0
ENSG00000235724.8	1	4	8	1	2	0
ENSG00000235725.1	0	1	0	0	0	0
ENSG00000235726.5	0	0	0	2	0	0
ENSG00000235728.1	0	0	0	0	0	0
ENSG00000235729.1	0	0	0	0	0	0
ENSG00000235730.1	0	0	1	0	0	0
ENSG00000235731.1	0	0	0	0	0	0
ENSG00000235733.2	0	0	0	0	0	1
ENSG00000235734.4	330	356	238	289	276	282
ENSG00000235735.1	0	0	0	0	0	0
ENSG00000235736.1	0	0	0	0	0	0
ENSG00000235737.1	0	0	0	0	0	1
ENSG00000235738.1	0	0	0	0	0	0
ENSG00000235740.1	0	0	0	0	0	0
ENSG00000235741.1	0	0	0	0	0	0
ENSG00000235742.1	0	0	0	0	1	0
ENSG00000235743.1	0	0	0	0	0	0
ENSG00000235746.1	0	0	0	0	0	0
ENSG00000235748.1	24	20	21	6	1	1
ENSG00000235749.2	0	1	0	0	0	0
ENSG00000235750.9	82	19	84	31	39	190
ENSG00000235756.2	0	0	1	0	0	0
ENSG00000235759.1	0	1	0	1	0	1
ENSG00000235760.3	0	0	0	0	1	0
ENSG00000235761.2	0	0	0	0	0	0
ENSG00000235763.1	0	1	0	0	0	1
ENSG00000235768.1	41	33	36	20	20	24
ENSG00000235770.5	0	0	0	0	0	3
ENSG00000235772.1	0	0	0	0	0	0
ENSG00000235774.1	0	0	0	1	0	0
ENSG00000235775.1	0	0	0	0	0	0
ENSG00000235776.2	133	81	127	163	99	108
ENSG00000235777.1	0	0	0	0	0	0
ENSG00000235778.1	0	0	0	0	0	0
ENSG00000235779.7	0	0	0	0	0	0
ENSG00000235780.3	0	0	0	0	0	0
ENSG00000235781.1	4	1	7	0	1	0
ENSG00000235782.1	0	1	0	0	0	0
ENSG00000235784.2	0	0	0	0	0	0
ENSG00000235785.1	0	0	0	0	0	0
ENSG00000235786.1	0	0	0	0	0	0
ENSG00000235787.1	0	0	0	1	1	0
ENSG00000235790.7	5	2	5	1	3	5
ENSG00000235794.1	0	0	0	0	0	0
ENSG00000235795.1	0	1	3	0	0	2
ENSG00000235797.2	0	0	0	0	0	1
ENSG00000235802.1	0	0	0	0	0	0
ENSG00000235803.1	0	0	0	0	0	0
ENSG00000235804.2	0	0	0	0	0	0
ENSG00000235805.1	0	0	0	0	0	0
ENSG00000235806.1	0	0	0	0	0	0
ENSG00000235808.1	1	1	0	0	0	0
ENSG00000235810.1	0	0	0	0	0	0
ENSG00000235811.1	0	0	0	0	0	0
ENSG00000235812.4	3	2	1	1	1	0
ENSG00000235813.1	0	0	0	0	0	0
ENSG00000235815.1	0	0	0	0	0	0
ENSG00000235816.3	1	0	0	0	0	0
ENSG00000235817.2	1	0	0	0	0	0
ENSG00000235818.3	0	0	0	0	0	0
ENSG00000235819.1	0	0	0	1	2	0
ENSG00000235820.1	0	0	0	0	0	0
ENSG00000235821.1	15	13	15	3	3	2
ENSG00000235822.1	0	0	0	0	0	0
ENSG00000235823.1	1895	1272	2686	853	408	514
ENSG00000235824.4	0	0	0	0	0	4
ENSG00000235825.3	0	0	0	0	0	0
ENSG00000235827.2	0	0	0	1	0	0
ENSG00000235828.5	10	11	4	3	2	3
ENSG00000235829.1	0	0	1	0	0	0
ENSG00000235830.1	0	0	0	0	0	0
ENSG00000235831.6	16	25	17	4	17	5
ENSG00000235832.2	0	0	0	0	0	0
ENSG00000235833.1	1	2	3	0	0	3
ENSG00000235834.1	0	0	2	0	0	0
ENSG00000235836.1	0	0	0	0	0	0
ENSG00000235837.1	1	0	0	0	0	0
ENSG00000235838.1	0	3	2	0	0	0
ENSG00000235840.1	0	0	0	0	0	0
ENSG00000235843.1	1	0	3	1	2	2
ENSG00000235845.1	0	0	0	0	0	0
ENSG00000235847.2	29	48	20	21	10	13
ENSG00000235848.4	1	0	0	0	0	0
ENSG00000235849.1	0	0	0	0	0	0
ENSG00000235852.1	1	2	1	1	1	2
ENSG00000235855.3	0	0	0	0	0	0
ENSG00000235857.1	0	0	0	0	0	0
ENSG00000235858.1	0	0	0	0	0	0
ENSG00000235859.5	47	47	31	238	280	118
ENSG00000235861.1	0	0	0	0	0	0
ENSG00000235862.2	0	0	0	0	0	0
ENSG00000235863.3	39	21	12	12	1	3
ENSG00000235864.1	0	1	0	0	0	0
ENSG00000235865.2	0	0	0	0	0	1
ENSG00000235868.3	0	0	0	0	0	0
ENSG00000235869.1	0	0	0	0	0	0
ENSG00000235871.1	0	0	0	0	0	0
ENSG00000235872.2	2	0	0	0	0	0
ENSG00000235875.3	0	0	0	4	14	0
ENSG00000235876.2	0	0	0	0	0	0
ENSG00000235879.1	0	1	0	0	0	1
ENSG00000235880.1	0	0	0	0	0	0
ENSG00000235881.2	0	0	0	0	0	0
ENSG00000235884.3	91	233	246	5	1	11
ENSG00000235885.7	1	0	6	0	0	20
ENSG00000235886.1	0	0	0	0	0	0
ENSG00000235887.2	0	0	0	0	0	0
ENSG00000235888.1	1	0	0	0	0	0
ENSG00000235890.2	54	54	76	0	0	0
ENSG00000235892.1	0	0	0	3	0	4
ENSG00000235893.5	0	0	0	0	0	0
ENSG00000235895.1	0	0	0	0	0	0
ENSG00000235897.1	18	14	18	20	16	9
ENSG00000235899.1	0	0	0	0	0	0
ENSG00000235901.2	0	0	0	0	0	0
ENSG00000235902.1	0	0	0	0	1	1
ENSG00000235903.7	14	23	41	18	50	32
ENSG00000235904.2	4	5	2	23	48	14
ENSG00000235907.2	0	0	0	1	0	0
ENSG00000235908.1	19	11	10	8	9	13
ENSG00000235910.1	0	0	0	2	0	1
ENSG00000235911.1	0	0	0	0	0	0
ENSG00000235912.1	242	208	173	315	185	199
ENSG00000235914.1	0	0	0	0	0	0
ENSG00000235916.1	34	71	69	43	33	61
ENSG00000235917.1	0	0	1	0	0	0
ENSG00000235919.4	169	133	166	74	49	59
ENSG00000235920.1	1	1	1	1	1	4
ENSG00000235922.1	0	0	0	0	0	0
ENSG00000235924.1	0	0	0	0	0	0
ENSG00000235926.1	0	0	0	0	1	0
ENSG00000235927.4	13	19	29	3	7	0
ENSG00000235929.1	0	0	0	0	1	0
ENSG00000235930.3	0	0	0	0	0	0
ENSG00000235931.2	0	0	0	2	0	0
ENSG00000235932.2	0	0	0	0	0	0
ENSG00000235933.1	0	0	0	0	0	0
ENSG00000235934.1	1	1	3	2	9	2
ENSG00000235937.1	0	0	0	0	0	0
ENSG00000235939.1	0	0	0	0	0	0
ENSG00000235940.1	0	0	0	0	0	0
ENSG00000235942.2	0	0	0	0	0	0
ENSG00000235943.1	0	0	0	0	0	0
ENSG00000235944.7	37	36	42	54	58	61
ENSG00000235945.1	0	0	0	0	0	0
ENSG00000235946.1	2	2	2	11	12	8
ENSG00000235947.1	0	0	0	0	0	0
ENSG00000235949.1	0	0	0	0	0	0
ENSG00000235951.1	0	0	0	0	0	0
ENSG00000235954.6	339	322	302	332	345	321
ENSG00000235955.1	0	0	0	0	0	0
ENSG00000235957.1	38	31	20	32	26	25
ENSG00000235958.5	0	0	0	0	0	0
ENSG00000235959.1	0	0	0	2	0	0
ENSG00000235961.5	0	0	0	31	29	30
ENSG00000235962.5	2	2	2	2	3	2
ENSG00000235963.1	0	0	0	0	0	0
ENSG00000235964.1	0	1	0	0	0	0
ENSG00000235965.2	0	1	0	0	0	0
ENSG00000235967.1	0	0	0	0	0	0
ENSG00000235968.1	0	0	0	0	0	0
ENSG00000235969.1	0	0	0	0	0	0
ENSG00000235972.1	0	0	1	0	0	0
ENSG00000235974.1	1	0	0	0	0	0
ENSG00000235975.1	0	0	0	0	0	0
ENSG00000235976.2	0	0	0	0	0	0
ENSG00000235978.6	10	8	15	0	0	0
ENSG00000235979.8	0	0	0	0	1	0
ENSG00000235981.2	0	1	0	0	0	0
ENSG00000235984.5	0	0	0	0	0	0
ENSG00000235988.1	0	0	0	0	0	0
ENSG00000235989.3	0	0	0	2	2	3
ENSG00000235990.2	3	4	3	8	3	12
ENSG00000235991.4	1	0	0	0	0	0
ENSG00000235992.1	0	0	0	0	0	0
ENSG00000235993.1	0	0	0	0	0	0
ENSG00000235994.4	0	0	0	0	0	3
ENSG00000235995.1	0	0	0	0	0	0
ENSG00000235996.1	0	0	0	0	0	0
ENSG00000235997.2	0	0	0	0	1	0
ENSG00000235998.1	0	0	0	0	0	0
ENSG00000236003.1	0	0	0	0	0	0
ENSG00000236004.2	0	0	0	0	0	0
ENSG00000236005.1	0	0	0	1	0	0
ENSG00000236007.1	0	0	0	0	0	0
ENSG00000236008.1	0	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0
ENSG00000236012.2	0	0	0	2	2	3
ENSG00000236013.5	0	0	0	1	0	2
ENSG00000236015.1	0	0	0	0	1	1
ENSG00000236017.8	0	0	0	0	0	0
ENSG00000236018.2	7	12	12	16	9	4
ENSG00000236021.1	12	20	18	15	19	9
ENSG00000236022.6	0	0	0	0	0	0
ENSG00000236024.1	0	0	0	0	0	0
ENSG00000236025.1	0	0	0	0	0	0
ENSG00000236026.1	0	0	0	0	0	0
ENSG00000236027.2	0	0	0	0	0	0
ENSG00000236028.1	2	4	2	0	0	0
ENSG00000236030.1	26	25	49	0	0	0
ENSG00000236031.1	1	0	1	0	0	0
ENSG00000236032.2	0	0	0	0	0	0
ENSG00000236035.2	16	18	13	5	4	7
ENSG00000236036.1	0	0	0	0	0	0
ENSG00000236039.2	0	1	1	4	13	0
ENSG00000236040.1	0	0	0	2	0	2
ENSG00000236041.1	0	0	0	0	0	0
ENSG00000236042.2	0	0	0	0	0	0
ENSG00000236044.1	0	0	0	0	0	6
ENSG00000236045.1	7	3	11	0	0	0
ENSG00000236046.1	0	0	0	0	0	0
ENSG00000236047.1	4	4	4	1	4	0
ENSG00000236048.2	136	272	174	95	127	194
ENSG00000236049.1	0	0	0	0	0	0
ENSG00000236051.7	2	1	0	1	2	0
ENSG00000236052.1	0	0	0	0	0	0
ENSG00000236053.1	1	0	0	0	0	0
ENSG00000236054.1	0	0	0	0	0	0
ENSG00000236056.1	0	0	0	0	1	11
ENSG00000236058.3	38	47	31	37	35	36
ENSG00000236060.2	3	1	1	4	3	1
