ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8167	"ENSG00000065883.14"	"CDK13"	chr7	+	40092784	40093237	40092964	40093237	40088125	40088331	8167	22,27,15	43,49,37	181,149,88	58,73,53	280	100	1.52700074807e-12	4.02822797341e-10	0.154,0.164,0.126	0.527,0.422,0.372	-0.292
1235	"ENSG00000172466.15"	"ZNF24"	chr18	-	35332226	35339073	35332226	35337770	35339828	35339976	1235	127,153,146	68,73,69	59,167,66	138,163,75	1403	100	2.99915647872e-12	7.53502361035e-10	0.117,0.13,0.131	0.03,0.068,0.059	0.074
4899	"ENSG00000163374.19"	"YY1AP1"	chr1	-	155668626	155668777	155668626	155668717	155670319	155670464	4899	298,302,238	19,33,41	105,118,109	88,45,49	160	100	3.63986618623e-12	8.72906090843e-10	0.907,0.851,0.784	0.427,0.621,0.582	0.304
8175	"ENSG00000112531.16"	"QKI"	chr6	+	163564666	163570145	163565945	163570145	163563419	163563719	8175	100,134,97	2,2,0	1359,2185,1712	234,374,198	1379	100	1.3672285526e-11	3.13630341023e-09	0.784,0.829,1.0	0.296,0.298,0.385	0.545
3327	"ENSG00000161526.14"	"SAP30BP"	chr17	+	75705610	75706092	75706007	75706092	75704755	75704814	3327	9,5,22	88,97,127	75,36,55	155,108,123	497	100	2.11697326336e-11	4.65381289062e-09	0.02,0.01,0.034	0.089,0.063,0.083	-0.057
5759	"ENSG00000180822.11"	"PSMG4"	chr6	+	3264173	3264325	3264208	3264325	3263683	3263759	5759	4,4,4	0,0,0	4,3,4	2,7,19	135	100	2.91056068136e-11	6.14244726194e-09	1.0,1.0,1.0	0.597,0.241,0.135	0.676
7707	"ENSG00000217930.7"	"PAM16"	chr16	-	4341367	4341672	4341367	4341504	4343206	4343291	7707	40,15,18	94,9,30	30,20,20	3,2,3	268	100	3.29574145752e-11	6.68781997303e-09	0.137,0.383,0.183	0.789,0.789,0.713	-0.529
5685	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21602803	21603912	21602803	21602913	21606065	21606197	5685	0,0,1	16,5,11	20,29,12	18,13,10	1099	100	3.91753296469e-11	7.65514960063e-09	0.0,0.0,0.008	0.092,0.169,0.098	-0.117
1389	"ENSG00000205352.10"	"PRR13"	chr12	+	53443390	53443773	53443486	53443773	53442694	53442733	1389	87,146,106	22,14,15	61,60,99	0,0,2	196	100	4.68119987218e-11	8.77935676647e-09	0.669,0.842,0.783	1.0,1.0,0.962	-0.223
6527	"ENSG00000117335.19"	"CD46"	chr1	+	207785618	207785682	207785655	207785682	207785070	207785106	6527	417,499,440	7,8,5	261,320,466	28,31,15	137	100	4.82565098991e-11	8.77935676647e-09	0.978,0.979,0.985	0.872,0.883,0.958	0.076
1006	"ENSG00000137221.14"	"TJAP1"	chr6	+	43502587	43503508	43503400	43503508	43502282	43502349	1006	18,11,9	151,119,107	14,22,57	69,50,107	913	100	1.33134947511e-10	2.08651658565e-08	0.013,0.01,0.009	0.022,0.046,0.055	-0.03
1148	"ENSG00000128739.21"	"SNRPN"	chr15	+	24974287	24974456	24974310	24974456	24962113	24962209	1148	32,24,24	2,2,2	37,25,26	39,18,14	123	100	1.25519594718e-10	2.08651658565e-08	0.929,0.907,0.907	0.435,0.53,0.602	0.392
3298	"ENSG00000157800.17"	"SLC37A3"	chr7	-	140351272	140351969	140351272	140351451	140352061	140352146	3298	359,374,233	48,51,30	183,432,219	93,115,135	618	100	1.31029298522e-10	2.08651658565e-08	0.548,0.543,0.557	0.242,0.378,0.208	0.273
4554	"ENSG00000155363.18"	"MOV10"	chr1	+	112699457	112699810	112699684	112699810	112698714	112698789	4554	138,112,92	26,25,32	57,61,46	66,49,37	327	100	1.25937482665e-10	2.08651658565e-08	0.619,0.578,0.468	0.209,0.276,0.275	0.302
4712	"ENSG00000011275.18"	"RNF216"	chr7	-	5739275	5739621	5739275	5739352	5740972	5741644	4712	70,100,106	45,69,67	37,68,33	104,95,56	369	100	1.34460886869e-10	2.08651658565e-08	0.297,0.282,0.3	0.088,0.162,0.138	0.164
5038	"ENSG00000088833.17"	"NSFL1C"	chr20	-	1455713	1455870	1455713	1455719	1458199	1458274	5038	9,11,13	8,13,9	17,13,12	186,89,50	251	100	1.71838987484e-10	2.59034999419e-08	0.309,0.252,0.365	0.035,0.055,0.087	0.25
7751	"ENSG00000104129.9"	"DNAJC17"	chr15	-	40776195	40776401	40776195	40776292	40776541	40776627	7751	34,33,15	77,78,71	3,2,7	103,55,36	209	100	3.19495985224e-10	4.68239116123e-08	0.174,0.168,0.092	0.014,0.017,0.085	0.106
4364	"ENSG00000182473.21"	"EXOC7"	chr17	-	76090328	76090481	76090328	76090397	76091142	76091235	4364	2,1,1	0,0,0	3,6,5	16,1,8	184	100	3.71565112012e-10	5.29831765128e-08	1.0,1.0,1.0	0.092,0.765,0.254	0.63
4486	"ENSG00000089157.15"	"RPLP0"	chr12	-	120198553	120198770	120198553	120198739	120198853	120199000	4486	16,21,20	273,269,318	49,32,53	254,150,262	131	100	3.97028854238e-10	5.51243219726e-08	0.043,0.056,0.046	0.128,0.14,0.134	-0.086
8213	"ENSG00000147180.16"	"ZNF711"	chrX	+	85246929	85247651	85247546	85247651	85245902	85246022	8213	149,165,106	6,9,10	277,335,288	1,0,3	717	100	5.3878057571e-10	7.2887341473e-08	0.776,0.719,0.597	0.975,1.0,0.931	-0.271
3309	"ENSG00000163931.15"	"TKT"	chr3	-	53237796	53237921	53237796	53237820	53240250	53240348	3309	9,8,8	9,2,4	3,7,10	0,0,0	201	100	8.09733724516e-10	1.06803878264e-07	0.332,0.666,0.499	1.0,1.0,1.0	-0.501
1925	"ENSG00000126226.21"	"PCID2"	chr13	-	113177610	113178008	113177610	113177976	113178173	113178287	1925	27,32,46	39,31,41	79,71,92	21,18,30	132	100	9.01387742225e-10	1.15993212878e-07	0.344,0.439,0.459	0.74,0.749,0.699	-0.315
473	"ENSG00000115368.9"	"WDR75"	chr2	+	189449244	189450968	189450902	189450968	189448378	189448508	473	139,283,164	174,250,203	38,51,66	97,89,202	1758	100	1.83021331424e-09	2.29909653475e-07	0.043,0.06,0.044	0.022,0.032,0.018	0.025
82	"ENSG00000048162.20"	"NOP16"	chr5	-	176386839	176386943	176386839	176386909	176388234	176388343	82	1,1,1	232,222,219	11,13,2	98,50,124	134	100	3.14058457018e-09	3.85342423076e-07	0.003,0.003,0.003	0.077,0.163,0.012	-0.081
74	"ENSG00000127564.16"	"PKMYT1"	chr16	-	2973137	2973445	2973137	2973215	2973999	2974157	74	59,35,69	17,16,18	156,65,158	8,1,12	330	100	3.54818074921e-09	4.25459128019e-07	0.513,0.399,0.537	0.855,0.952,0.8	-0.386
589	"ENSG00000198721.12"	"ECI2"	chr6	-	4133548	4133711	4133548	4133701	4135510	4135597	589	347,308,222	152,196,180	74,77,72	105,111,186	110	100	7.92338228361e-09	9.28972553963e-07	0.675,0.588,0.529	0.391,0.387,0.26	0.251
3605	"ENSG00000163110.14"	"PDLIM5"	chr4	+	94575615	94576034	94575942	94576034	94573350	94573393	3605	136,170,195	1,1,1	65,59,253	22,31,5	427	100	1.20563732331e-08	1.38281359082e-06	0.97,0.975,0.979	0.409,0.308,0.922	0.428
4455	"ENSG00000198931.10"	"APRT"	chr16	-	88809468	88809840	88809468	88809706	88810069	88810148	4455	805,624,974	60,42,64	379,151,296	96,31,36	234	100	1.39672128308e-08	1.56789393394e-06	0.851,0.864,0.867	0.628,0.675,0.778	0.167
3973	"ENSG00000102710.19"	"SUPT20H"	chr13	-	37022010	37023044	37022010	37022317	37024034	37024193	3973	94,116,151	19,14,19	485,743,320	7,11,20	827	100	1.81896558926e-08	1.99934634353e-06	0.374,0.5,0.49	0.893,0.891,0.659	-0.36
4930	"ENSG00000163946.13"	"FAM208A"	chr3	-	56633043	56633966	56633043	56633843	56639985	56640130	4930	130,151,123	21,9,5	43,69,61	0,0,0	223	100	2.12286612733e-08	2.28576360975e-06	0.735,0.883,0.917	1.0,1.0,1.0	-0.155
8157	"ENSG00000142102.15"	"PGGHG"	chr11	+	290657	291113	290677	291113	290389	290600	8157	3,3,6	4,5,1	0,0,0	2,2,3	120	100	2.71258073781e-08	2.86231519454e-06	0.385,0.333,0.833	0.0,0.0,0.0	0.517
4931	"ENSG00000163946.13"	"FAM208A"	chr3	-	56633043	56633966	56633043	56633843	56638705	56638765	4931	189,230,176	52,67,60	68,98,112	9,8,9	223	100	4.18649154232e-08	4.33096654456e-06	0.62,0.606,0.568	0.772,0.846,0.848	-0.224
90	"ENSG00000182796.13"	"TMEM198B"	chr12	+	55832870	55833014	55832958	55833014	55831256	55831349	90	7,5,10	0,0,0	17,17,15	3,5,10	188	100	4.3156443752e-08	4.37871917761e-06	1.0,1.0,1.0	0.751,0.644,0.444	0.387
3789	"ENSG00000129292.20"	"PHF20L1"	chr8	+	132804611	132804740	132804614	132804740	132803818	132804032	3789	15,32,12	108,147,97	65,57,33	129,129,86	103	100	4.52537433082e-08	4.5048820697e-06	0.119,0.174,0.107	0.328,0.3,0.271	-0.166
2857	"ENSG00000008838.19"	"MED24"	chr17	-	40020272	40020482	40020272	40020353	40021954	40022054	2857	39,14,77	69,50,50	5,3,7	51,32,59	229	100	4.71653821554e-08	4.60823252318e-06	0.198,0.109,0.402	0.041,0.039,0.049	0.193
2893	"ENSG00000204271.12"	"SPIN3"	chrX	-	56978579	56978762	56978579	56978660	56984265	56984478	2893	4,7,3	4,4,6	0,0,1	14,8,17	202	100	5.36625204273e-08	5.14769923226e-06	0.331,0.464,0.198	0.0,0.0,0.028	0.322
663	"ENSG00000167380.16"	"ZNF226"	chr19	+	44165587	44165807	44165756	44165807	44165100	44165142	663	136,120,48	34,29,12	34,38,32	28,28,24	269	100	5.79182202198e-08	5.45672374785e-06	0.598,0.606,0.598	0.311,0.335,0.331	0.275
7457	"ENSG00000138867.16"	"GUCD1"	chr22	-	24540437	24543100	24540437	24543097	24543841	24544083	7457	1,3,0	91,40,46	9,6,20	72,35,89	103	100	5.96896161387e-08	5.5249546447e-06	0.011,0.068,0.0	0.108,0.143,0.179	-0.117
6841	"ENSG00000150760.12"	"DOCK1"	chr10	+	127012231	127012374	127012294	127012374	127008731	127008804	6841	4,11,7	37,66,37	64,60,28	108,127,32	163	100	6.93747852498e-08	6.31071322376e-06	0.062,0.093,0.104	0.267,0.225,0.349	-0.194
2574	"ENSG00000158850.14"	"B4GALT3"	chr1	-	161176433	161177106	161176433	161176579	161177422	161177479	2574	144,75,84	81,76,135	19,23,21	78,54,42	627	100	8.17647558549e-08	7.31170935408e-06	0.221,0.136,0.09	0.037,0.064,0.074	0.091
1816	"ENSG00000141959.16"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	1816	101,31,33	217,152,152	41,31,13	365,223,92	329	100	9.13212503395e-08	7.79209722936e-06	0.124,0.058,0.062	0.033,0.041,0.041	0.043
1997	"ENSG00000121073.13"	"SLC35B1"	chr17	-	49706203	49706334	49706203	49706309	49706964	49707068	1997	145,133,148	36,39,20	182,97,88	101,61,48	125	100	8.90458921043e-08	7.79209722936e-06	0.763,0.732,0.855	0.59,0.56,0.595	0.202
4421	"ENSG00000166260.10"	"COX11"	chr17	-	54961118	54962915	54961118	54961312	54963305	54963431	4421	1048,1380,1657	1,3,2	1359,1387,2487	20,13,12	1703	100	9.15674807089e-08	7.79209722936e-06	0.984,0.964,0.98	0.8,0.862,0.924	0.114
303	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21263310	21263829	21263310	21263336	21269297	21269442	303	118,213,346	1509,1586,1165	284,308,502	1607,1033,1529	593	100	1.07628258639e-07	9.01343956475e-06	0.013,0.022,0.048	0.029,0.048,0.052	-0.015
6817	"ENSG00000137074.18"	"APTX"	chr9	-	32987543	32987846	32987543	32987731	32989758	32989895	6817	62,97,103	49,45,52	61,81,100	15,6,11	215	100	1.15056321581e-07	9.48495551033e-06	0.37,0.501,0.48	0.654,0.863,0.809	-0.325
302	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21263310	21263582	21263310	21263336	21269297	21269425	302	38,106,141	1509,1586,1165	124,145,232	1607,1033,1529	346	100	1.33453687323e-07	1.08323331433e-05	0.007,0.019,0.034	0.022,0.039,0.042	-0.014
8656	"ENSG00000139624.12"	"CERS5"	chr12	-	50132961	50134068	50132961	50133064	50134545	50134702	8656	114,82,82	0,0,0	61,91,39	4,4,1	1104	100	1.38712426212e-07	1.10885872833e-05	1.0,1.0,1.0	0.58,0.673,0.779	0.323
2890	"ENSG00000204271.12"	"SPIN3"	chrX	-	56978579	56978747	56978579	56978660	56984265	56984478	2890	5,6,2	4,4,6	0,0,1	14,8,17	187	100	1.63657590924e-07	1.28874246226e-05	0.401,0.445,0.151	0.0,0.0,0.03	0.322
2896	"ENSG00000204271.12"	"SPIN3"	chrX	-	56978579	56978751	56978579	56978660	56984265	56984478	2896	5,6,2	4,4,6	0,0,1	14,8,17	191	100	1.7440630673e-07	1.35318775633e-05	0.396,0.44,0.149	0.0,0.0,0.03	0.318
2571	"ENSG00000158850.14"	"B4GALT3"	chr1	-	161175807	161176095	161175807	161176074	161176433	161176579	2571	30,25,39	82,69,105	68,37,18	50,18,21	121	100	1.78383412264e-07	1.36398678711e-05	0.232,0.23,0.235	0.529,0.629,0.415	-0.292
3453	"ENSG00000163463.11"	"KRTCAP2"	chr1	-	155169790	155172489	155169790	155169857	155172564	155172892	3453	541,674,676	937,1018,967	293,315,366	396,301,215	2732	100	1.92932213428e-07	1.43367656063e-05	0.021,0.024,0.025	0.026,0.037,0.059	-0.017
4213	"ENSG00000111801.15"	"BTN3A3"	chr6	+	26443366	26443442	26443381	26443442	26440471	26440648	4213	3,1,2	0,0,1	4,4,3	17,18,23	115	100	1.9180084343e-07	1.43367656063e-05	1.0,1.0,0.635	0.17,0.162,0.102	0.734
4978	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16463163	16463317	16463166	16463317	16462832	16462941	4978	0,0,0	6,2,2	3,3,3	3,2,8	103	100	2.09784169702e-07	1.53725177687e-05	0.0,0.0,0.0	0.493,0.593,0.267	-0.451
5995	"ENSG00000170919.15"	"TPT1-AS1"	chr13	+	45390713	45390902	45390757	45390902	45389734	45389820	5995	39,70,38	0,0,0	117,78,69	7,11,6	144	100	2.22534198624e-07	1.60834305745e-05	1.0,1.0,1.0	0.921,0.831,0.889	0.12
1853	"ENSG00000197555.9"	"SIPA1L1"	chr14	+	71704720	71705340	71705221	71705340	71702380	71702505	1853	10,12,9	11,23,20	76,60,28	42,23,9	601	100	2.46314860619e-07	1.75615838463e-05	0.131,0.08,0.07	0.231,0.303,0.341	-0.198
3731	"ENSG00000213676.10"	"ATF6B"	chr6	-	32117036	32117130	32117036	32117107	32117322	32117404	3731	15,18,10	71,54,41	1,0,5	55,52,34	123	100	2.73794811156e-07	1.90071239955e-05	0.147,0.213,0.165	0.015,0.0,0.107	0.134
8173	"ENSG00000112531.16"	"QKI"	chr6	+	163563419	163563719	163563443	163563719	163561981	163562069	8173	100,75,99	2,5,5	277,461,640	65,103,56	124	100	2.71581823363e-07	1.90071239955e-05	0.976,0.924,0.941	0.775,0.783,0.902	0.127
6323	"ENSG00000170485.16"	"NPAS2"	chr2	+	100995399	100996055	100995795	100996055	100993346	100993527	6323	193,121,130	18,3,6	78,144,6	1,0,0	496	100	3.61568110119e-07	2.46017713557e-05	0.684,0.89,0.814	0.94,1.0,1.0	-0.184
6353	"ENSG00000168872.16"	"DDX19A"	chr16	+	70365932	70366262	70366084	70366262	70365016	70365131	6353	24,21,14	75,108,73	8,8,6	138,80,132	252	100	3.63710797147e-07	2.46017713557e-05	0.113,0.072,0.071	0.022,0.038,0.018	0.059
3108	"ENSG00000067365.14"	"METTL22"	chr16	+	8644528	8644725	8644556	8644725	8642462	8642565	3108	10,8,5	13,11,12	0,3,0	17,15,15	128	100	4.43447604859e-07	2.96155640916e-05	0.375,0.362,0.246	0.0,0.135,0.0	0.283
2625	"ENSG00000103426.12"	"CORO7-PAM16"	chr16	-	4341367	4341583	4341367	4341504	4343206	4343291	2625	33,9,12	94,9,30	8,8,15	3,2,3	179	100	4.86864883742e-07	3.17123348966e-05	0.164,0.358,0.183	0.598,0.691,0.736	-0.44
7708	"ENSG00000217930.7"	"PAM16"	chr16	-	4341367	4341672	4341367	4341583	4343206	4343291	7708	11,9,7	4,3,1	22,12,5	0,0,0	189	100	4.81149942777e-07	3.17123348966e-05	0.593,0.613,0.787	1.0,1.0,1.0	-0.336
2595	"ENSG00000115307.16"	"AUP1"	chr2	-	74526940	74527121	74526940	74527059	74527247	74527363	2595	96,117,104	279,230,278	88,79,73	553,304,293	162	100	4.94843026e-07	3.18389244534e-05	0.175,0.239,0.188	0.089,0.138,0.133	0.081
7986	"ENSG00000114859.15"	"CLCN2"	chr3	-	184354547	184354714	184354547	184354658	184354903	184354973	7986	0,0,2	3,1,7	7,7,14	4,2,6	156	100	5.14129850582e-07	3.26813143575e-05	0.0,0.0,0.155	0.529,0.692,0.599	-0.555
2703	"ENSG00000118058.20"	"KMT2A"	chr11	+	118471661	118474315	118474178	118474315	118468774	118468844	2703	506,422,375	5,5,4	521,513,430	0,0,1	2617	100	5.32281881793e-07	3.34323715279e-05	0.795,0.763,0.782	1.0,1.0,0.943	-0.201
341	"ENSG00000113971.19"	"NPHP3"	chr3	-	132692653	132693865	132692653	132692818	132694826	132694965	341	38,32,43	31,14,12	9,24,10	31,27,22	1147	100	5.6938215387e-07	3.53418852214e-05	0.097,0.166,0.238	0.025,0.072,0.038	0.122
2235	"ENSG00000137842.6"	"TMEM62"	chr15	+	43149028	43149151	43149107	43149151	43148754	43148879	2235	80,62,66	0,0,2	70,25,57	10,3,4	179	100	6.26729598996e-07	3.84491321431e-05	1.0,1.0,0.949	0.796,0.823,0.888	0.147
1388	"ENSG00000205352.10"	"PRR13"	chr12	+	53443390	53443773	53443540	53443773	53442694	53442733	1388	130,235,170	38,30,20	95,85,145	7,1,3	250	100	6.36257761588e-07	3.85850109211e-05	0.578,0.758,0.773	0.844,0.971,0.951	-0.219
2311	"ENSG00000275066.4"	"SYNRG"	chr17	-	37596222	37596344	37596222	37596341	37600362	37600403	2311	5,12,3	0,0,0	5,8,4	2,6,1	103	100	6.8638056927e-07	4.06892571176e-05	1.0,1.0,1.0	0.708,0.564,0.795	0.311
6876	"ENSG00000175575.12"	"PAAF1"	chr11	+	73886928	73887099	73887030	73887099	73878778	73878819	6876	3,4,3	0,0,0	12,32,8	4,7,2	202	100	6.8125147823e-07	4.06892571176e-05	1.0,1.0,1.0	0.598,0.694,0.664	0.348
6455	"ENSG00000113240.12"	"CLK4"	chr5	-	178619837	178620673	178619837	178619896	178623255	178623416	6455	22,29,36	0,0,0	126,176,97	2,8,11	877	100	7.50713896491e-07	4.40085168654e-05	1.0,1.0,1.0	0.878,0.715,0.501	0.302
5927	"ENSG00000107551.20"	"RASSF4"	chr10	+	44983940	44984113	44984021	44984113	44971772	44971848	5927	15,6,19	1,0,1	3,9,5	6,8,1	181	100	8.12318637466e-07	4.70966278162e-05	0.892,1.0,0.913	0.216,0.383,0.734	0.491
6789	"ENSG00000148343.18"	"MIGA2"	chr9	+	129068018	129068332	129068197	129068332	129067772	129067871	6789	14,1,7	8,4,5	0,3,0	19,9,7	279	100	1.29592875786e-06	7.43186970268e-05	0.385,0.082,0.334	0.0,0.107,0.0	0.231
52	"ENSG00000139436.20"	"GIT2"	chr12	-	109947255	109948846	109947255	109947504	109951166	109951316	52	251,244,233	5,15,26	125,116,61	43,32,20	1442	100	1.32262365105e-06	7.50340041176e-05	0.777,0.53,0.383	0.168,0.201,0.175	0.382
1637	"ENSG00000234741.7"	"GAS5"	chr1	-	173866527	173866796	173866527	173866567	173866990	173867043	1637	5380,5134,6769	1,2,0	1571,1380,2555	0,0,306	329	100	1.4706860143e-06	8.25461639516e-05	0.999,0.999,1.0	1.0,1.0,0.717	0.094
4886	"ENSG00000067141.16"	"NEO1"	chr15	+	73270009	73270233	73270057	73270233	73266315	73266411	4886	2,1,2	26,42,23	20,48,8	33,45,93	148	100	1.83933988096e-06	0.000102151128547	0.049,0.016,0.055	0.291,0.419,0.055	-0.215
5036	"ENSG00000088833.17"	"NSFL1C"	chr20	-	1445665	1446149	1445665	1445830	1452492	1452630	5036	108,81,142	205,205,301	54,53,34	296,143,157	419	100	2.06003532044e-06	0.000113216107819	0.112,0.086,0.101	0.042,0.081,0.049	0.042
456	"ENSG00000254996.5"	"ANKHD1-EIF4EBP3"	chr5	+	140537337	140537589	140537388	140537589	140535361	140535538	456	106,138,94	13,15,10	80,97,103	30,30,27	151	100	2.08228258325e-06	0.000113258999064	0.844,0.859,0.862	0.638,0.682,0.716	0.176
2422	"ENSG00000215021.8"	"PHB2"	chr12	-	6969955	6970068	6969955	6970063	6970195	6970280	2422	10,1,4	5,3,1	3,2,3	0,0,0	105	100	2.11669811523e-06	0.000113956114857	0.656,0.241,0.792	1.0,1.0,1.0	-0.437
7755	"ENSG00000137804.12"	"NUSAP1"	chr15	+	41350987	41351129	41351032	41351129	41349097	41349241	7755	723,630,532	136,160,129	485,515,536	257,187,184	145	100	2.23237713848e-06	0.000118969916996	0.786,0.731,0.74	0.565,0.655,0.668	0.123
1219	"ENSG00000187239.16"	"FNBP1"	chr9	-	129923843	129924026	129923843	129923996	129924959	129925157	1219	7,3,4	6,10,14	49,47,52	16,17,10	130	100	2.3180223363e-06	0.000122298858463	0.473,0.188,0.18	0.702,0.68,0.8	-0.447
2968	"ENSG00000198563.13"	"DDX39B"	chr6	-	31540321	31540664	31540321	31540534	31541949	31542448	2968	766,882,617	225,213,220	1417,911,1151	305,142,164	230	100	2.69701207345e-06	0.000140885501975	0.597,0.643,0.549	0.669,0.736,0.753	-0.123
7941	"ENSG00000108349.16"	"CASC3"	chr17	+	40167370	40167612	40167497	40167612	40166796	40166861	7941	54,43,39	80,64,62	19,20,18	92,54,70	227	100	2.78047738311e-06	0.00014382155562	0.229,0.228,0.217	0.083,0.14,0.102	0.116
